1,0.015,0,0
2,0.015,0,0
3,0.015,0,0
4,0.015,0,0
5,0.015,0,0
6,0.015,0,0
7,0.015,0,0
8,0.015,0,0
9,0.015,0,0
10,0.015,0,0
11,0.015,0,0
12,0.015,0,0
13,0.000323533,0,0
14,0.001454474,0.008011954,0.002002989
15,0.001466206,0.008011954,0.002002989
16,0.001478032,0.008011954,0.002002989
17,0.001489954,0.008011954,0.002002989
18,0.001501971,0.008011954,0.002002989
19,0.001514086,0.008011954,0.002002989
20,0.001526299,0.008011954,0.002002989
21,0.00153861,0.008011954,0.002002989
22,0.00155102,0.008011954,0.002002989
23,0.00156353,0.008011954,0.002002989
24,0.001576142,0.008011954,0.002002989
25,0.001588855,0.008011954,0.002002989
26,0.00160167,0.008011954,0.002002989
27,0.001614589,0.008011954,0.002002989
28,0.001627612,0.008011954,0.002002989
29,0.00164074,0.008011954,0.002002989
30,0.001653974,0.008011954,0.002002989
31,0.001667315,0.008011954,0.002002989
32,0.001680764,0.008011954,0.002002989
33,0.001694321,0.008011954,0.002002989
34,0.001707987,0.008011954,0.002002989
35,0.001721763,0.008011954,0.002002989
36,0.001735651,0.008011954,0.002002989
37,0.001749651,0.008011954,0.002002989
38,0.001763763,0.008011954,0.002002989
39,0.001777989,0.008011954,0.002002989
40,0.001792331,0.008011954,0.002002989
41,0.001806787,0.008011954,0.002002989
42,0.001821361,0.08011954,0.020029885
43,0.001836052,0.08011954,0.020029885
44,0.001850861,0.08011954,0.020029885
45,0.000222109,0.000957148,0.000239287
